DienTich,City,District,MucGia,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward
175.0,79,766,49000000000.0,8.0,,,5,8.0,0,0,2,27004
160.0,1,1,33000000000.0,7.0,1,14.0,5,4.0,7,5,2,1
80.0,79,771,14500000000.0,,1,,3,4.0,4,5,2,27169
58.0,79,762,3500000000.0,4.0,,,3,1.0,1,1,1,26827
133.0,83,832,1100000000.0,5.0,1,4.0,5,1.0,3,1,3,28885
60.0,1,7,4500000000.0,3.5,1,,6,2.0,2,2,2,286
70.0,1,3,30500000000.0,5.0,1,25.0,3,8.0,10,12,1,112
40.0,1,19,4250000000.0,4.0,1,2.5,6,5.0,7,6,3,628
43.5,1,21,5100000000.0,5.15,1,,4,5.0,6,10,1,598
72.0,31,303,6790000000.0,5.0,1,10.0,5,4.0,4,3,1,11302
50.0,31,303,4700000000.0,4.0,1,11.0,8,4.0,4,3,2,11302
180.0,79,777,25500000000.0,,,,5,4.0,7,7,2,27463
60.0,74,724,3250000000.0,5.0,1,4.0,2,2.0,3,2,2,25942
80.0,56,568,6400000000.0,5.0,1,12.0,6,4.0,4,4,1,22357
93.0,68,672,24500000000.0,,1,,6,7.0,23,24,2,24802
60.0,79,777,5990000000.0,,1,,6,2.0,2,2,3,27436
48.0,1,3,11600000000.0,4.0,1,3.0,3,5.0,4,5,3,109
46.0,1,9,12500000000.0,5.2,1,,1,7.0,4,3,1,349
300.0,75,736,2650000000.0,,1,,5,1.0,2,1,1,26242
175.0,79,767,15500000000.0,5.8,1,12.0,1,,1,1,1,27013
133.0,79,778,19000000000.0,7.0,1,12.0,1,1.0,1,1,2,27469
40.0,1,7,4600000000.0,6.1,1,2.5,4,2.0,2,2,3,244
76.0,79,762,6600000000.0,6.0,1,12.0,6,4.0,4,5,2,26812
65.0,79,772,17500000000.0,,,,5,,10,4,2,27241
141.0,79,766,27000000000.0,,1,,6,4.0,5,5,2,26968
300.0,75,736,2700000000.0,10.0,1,10.0,4,1.0,2,1,2,26239
100.0,79,767,12500000000.0,4.0,1,20.0,7,4.0,5,4,1,27013
50.0,1,268,14000000000.0,4.2,1,8.0,3,7.0,7,10,2,9551
126.0,1,274,17010000000.0,15.0,1,17.0,6,2.0,4,3,2,9862
147.2,1,17,10000000000.0,8.1,,5.0,4,3.0,5,4,1,472
71.0,1,7,5850000000.0,,1,6.5,1,4.0,3,3,2,271
102.0,1,21,16500000000.0,,1,,1,7.0,21,21,2,601
68.0,79,770,36000000000.0,4.0,1,12.0,2,5.0,4,5,2,27139
67.0,1,9,12000000000.0,,1,,4,5.0,4,1,2,352
128.0,79,768,35000000000.0,8.0,1,,7,7.0,6,11,1,27052
70.0,79,762,4500000000.0,4.0,1,7.0,2,2.0,2,3,2,26827
39.0,1,4,8300000000.000001,,1,,1,6.0,3,5,2,139
150.0,79,777,16200000000.0,,1,,7,,2,7,1,27439
90.0,1,6,29900000000.0,5.5,1,10.0,5,6.0,4,5,2,190
92.0,1,9,45000000000.0,5.0,1,,7,9.0,10,1,2,370
32.0,1,21,2650000000.0,,1,,7,4.0,3,3,2,598
520.0,48,494,26000000000.0,20.0,1,18.0,6,2.0,2,3,2,20290
60.0,1,4,12500000000.0,5.0,1,5.0,5,6.0,3,4,2,142
92.0,79,766,22900000000.0,7.5,1,,4,4.0,5,7,3,26971
450.0,26,244,25000000000.0,,1,,4,2.0,6,7,2,8749
133.0,79,766,16800000000.0,,,8.0,7,,1,7,1,26971
175.0,75,731,9000000000.0,6.0,1,8.0,1,2.0,3,1,3,26014
300.0,26,244,15300000000.0,,1,,6,2.0,3,3,2,8749
90.0,79,766,13500000000.0,8.0,1,6.0,5,4.0,6,5,3,27004
66.5,79,778,8700000000.0,3.5,1,,4,4.0,4,5,2,27481
68.0,79,767,7800000000.0,,1,6.0,7,4.0,5,6,2,27022
96.0,75,731,5600000000.0,4.8,1,6.0,6,3.0,5,4,3,26029
180.0,79,766,11000000000.0,6.6,1,7.0,6,3.0,4,4,3,27004
140.1,79,771,42900000000.0,6.0,1,20.0,5,2.0,5,4,3,27175
214.0,79,762,7500000000.0,8.57,1,4.0,5,1.0,3,2,1,26818
280.0,79,766,27000000000.0,8.0,1,,2,5.0,5,5,2,26965
114.0,79,766,20300000000.0,5.35,1,12.0,6,7.0,10,11,3,27004
85.0,1,9,51000000000.0,7.0,1,20.0,7,7.0,7,7,2,343
66.0,79,762,5400000000.0,,,,5,,4,8,2,26818
120.0,79,766,19900000000.0,5.5,1,12.0,5,7.0,10,11,3,26971
68.0,1,5,35500000000.0,,1,,6,8.0,8,8,2,172
40.0,75,735,590000000.0,,,5.0,7,,2,2,1,26188
135.0,1,268,22005000000.0,9.0,1,,7,4.0,5,4,0,9886
82.73,79,760,27000000000.0,4.02,1,,6,4.0,6,8,2,26737
60.0,74,725,2700000000.0,4.0,1,12.0,7,2.0,2,2,3,25969
100.0,79,771,29000000000.0,,,,4,4.0,2,5,1,27169
60.0,79,762,5600000000.0,4.0,1,4.0,4,3.0,4,5,2,26827
44.0,79,766,6800000000.0,4.0,1,,4,3.0,3,3,3,27001
250.0,74,723,6100000000.0,10.0,4,12.0,5,3.0,3,3,0,25912
72.0,79,762,5500000000.0,,1,,4,,2,1,2,26827
100.0,1,6,34000000000.0,100.0,1,12.0,5,7.0,7,5,2,178
54.0,1,3,21000000000.0,,1,,3,7.0,1,9,1,106
53.0,79,762,5100000000.0,,1,,4,2.0,2,2,1,26818
52.0,79,771,9000000000.0,,,,4,3.0,5,5,1,27184
260.0,1,8,42000000000.0,,1,,4,4.0,7,5,2,316
39.2,1,268,3500000000.0,,1,,3,2.0,4,4,2,9571
130.0,79,767,30000000000.0,9.0,1,30.0,3,8.0,16,16,2,27034
51.0,79,763,6500000000.0,,1,8.0,4,3.0,2,2,2,26839
50.0,1,7,22000000000.0,4.5,1,20.0,5,4.0,4,4,2,286
56.1,79,767,6500000000.0,4.0,1,5.0,3,4.0,4,3,2,27013
650.0,48,494,26000000000.0,25.0,1,20.0,1,2.0,2,2,2,20290
312.0,77,747,27000000000.0,11.0,1,7.0,5,,1,2,1,26506
300.0,22,193,21000000000.0,15.0,1,7.5,6,4.0,9,6,2,6673
60.0,1,9,5000000000.0,,1,,5,1.0,1,1,3,358
78.0,31,304,8500000000.0,6.0,4,30.0,6,7.0,9,8,2,11329
150.0,1,4,16300000000.0,9.0,1,,6,3.0,6,3,2,139
50.0,1,19,12000000000.0,5.1,1,3.0,3,7.0,12,12,2,625
150.0,48,490,5600000000.0,7.5,1,5.5,5,3.0,14,14,2,20198
50.0,1,19,9600000000.0,4.2,1,3.0,4,7.0,12,12,2,632
60.0,1,19,11680000000.0,4.5,1,3.0,3,8.0,12,12,2,626
135.5,48,492,15750000000.0,7.2,1,7.5,3,3.0,3,3,2,20257
48.0,1,3,10500000000.0,4.0,,4.0,2,4.0,4,2,1,103
70.0,33,326,15540000000.0,,,,5,,3,6,2,12034
202.0,48,492,35000000000.0,6.74,1,10.5,1,5.0,5,4,3,20246
145.8,1,268,36000000000.0,,1,,4,5.0,6,13,1,9550
225.0,1,268,47000000000.0,29.0,1,13.0,8,4.0,4,5,3,9552
244.3,48,492,28000000000.0,11.2,1,10.5,1,1.0,6,6,3,20257
60.0,1,268,13800000000.0,5.0,,,2,5.0,4,8,1,9553
86.4,79,786,7500000000.0,6.4,1,7.0,1,4.0,4,5,3,27646
135.5,48,492,7500000000.0,5.0,1,5.5,1,,0,3,2,20245
99.0,1,20,23600000000.0,5.2,,,6,5.0,4,1,0,643
55.0,79,761,5700000000.0,,1,12.0,6,4.0,4,5,2,26767
200.0,48,490,9990000000.0,10.5,1,5.5,1,4.0,30,30,2,20200
54.3,56,568,2170000000.0,7.0,1,4.8,8,,2,1,1,22333
101.0,4,40,4545000000.0,6.0,1,,5,,3,10,1,1270
86.0,1,268,22500000000.0,4.5,,,4,5.0,4,5,1,9541
82.0,79,764,8700000000.0,4.2,1,8.0,1,5.0,5,6,2,26898
92.5,48,492,7650000000.0,,,5.5,2,3.0,4,0,2,20257
55.0,1,268,16899999999.999998,5.0,,,4,4.0,4,5,2,9538
33.0,1,20,3460000000.0,,1,,1,4.0,3,3,3,655
116.0,79,764,11700000000.0,6.2,,6.0,5,3.0,3,5,2,26875
70.0,1,4,19900000000.0,,,17.0,3,,3,8,2,142
50.0,1,6,11980000000.0,,,,2,5.0,3,4,1,184
77.0,1,268,25000000000.0,5.5,,,4,3.0,3,3,1,9556
50.0,1,268,19800000000.0,4.8,,,2,5.0,4,3,1,9556
102.0,1,268,39000000000.0,18.0,,,7,5.0,4,4,2,9542
125.0,48,490,10000000000.0,5.0,1,10.5,7,2.0,2,3,1,20200
30.0,1,1,5980000000.0,,,,4,4.0,3,3,2,8
60.0,79,764,7500000000.0,,1,6.0,6,5.0,5,5,2,26876
115.0,48,491,12500000000.0,5.0,1,15.0,6,3.0,4,4,3,20207
135.0,27,261,7700000000.0,5.0,1,12.0,3,3.0,4,4,0,9397
69.0,1,3,6990000000.0,6.1,1,,2,1.0,1,1,0,103
56.0,79,768,14800000000.0,3.8,1,30.0,5,3.0,4,5,2,27061
64.0,79,764,5100000000.0,5.7,,6.0,4,2.0,3,2,1,26869
230.0,1,4,25000000000.0,,1,,2,7.0,4,10,2,151
96.0,79,765,16500000000.0,6.0,1,8.0,5,6.0,4,5,2,26908
85.05,79,786,5500000000.0,6.8,1,12.0,3,3.0,4,3,2,27646
50.0,48,491,2450000000.0,,,3.0,6,,2,1,1,20225
75.0,35,347,5100000000.0,,4,,1,,8,1,2,13294
228.0,56,574,3250000000.0,4.53,1,30.0,3,1.0,2,2,3,22675
84.0,79,765,19000000000.0,4.2,1,40.0,7,4.0,5,6,2,26914
57.0,79,767,7450000000.0,3.4,1,5.0,3,5.0,5,4,2,27013
65.0,1,4,17000000000.0,6.0,1,5.0,7,7.0,4,5,2,139
60.0,1,4,4550000000.0,4.7,1,,6,4.0,6,7,2,142
54.0,1,268,19500000000.0,4.7,,,5,3.0,3,6,1,9538
200.0,79,769,43000000000.0,10.0,,12.0,5,4.0,4,5,1,27091
118.0,79,769,23500000000.0,5.0,1,12.0,5,,4,5,2,27094
55.0,1,268,16800000000.0,3.4,,,5,4.0,4,3,1,9538
100.0,79,769,17500000000.0,5.0,1,10.0,4,5.0,4,4,1,27091
24.6,79,767,2800000000.0,3.5,,2.0,1,,4,1,0,27019
45.0,1,6,7000000000.0,5.0,1,,6,4.0,3,3,2,238
200.0,68,672,11000000000.0,14.0,1,,6,2.0,3,5,2,24775
52.0,1,268,14500000000.0,5.6,,,3,6.0,4,5,1,9550
60.0,1,268,16500000000.0,,,,3,4.0,4,3,1,9550
100.0,79,769,21000000000.0,5.0,1,12.0,7,4.0,4,5,2,27091
70.0,74,723,2150000000.0,,,,6,2.0,3,2,2,25939
56.0,1,6,13500000000.0,4.0,1,,3,5.0,3,3,1,208
80.0,79,769,16500000000.0,5.0,1,10.0,8,5.0,4,5,2,27106
135.0,1,268,42000000000.0,,,,4,7.0,10,10,2,9550
90.0,48,492,9800000000.0,,1,,4,4.0,14,14,2,20258
240.0,79,769,35000000000.0,10.0,1,16.0,3,1.0,2,2,3,27088
68.0,1,19,15000000000.0,,1,,6,6.0,15,15,2,632
55.0,1,6,19000000000.0,4.2,1,25.0,1,6.0,5,4,2,223
30.0,1,274,2850000000.0,6.0,1,,7,4.0,3,3,3,9889
610.0,48,494,30000000000.0,18.0,1,,5,2.0,3,3,2,20290
75.0,48,493,3650000000.0,5.0,1,5.5,6,2.0,2,2,1,20266
100.0,56,574,900000000.0,6.0,1,4.0,8,1.0,2,1,2,22684
71.0,74,723,1300000000.0,,,5.0,7,2.0,4,2,2,25939
40.0,1,274,4050000000.0,,1,4.0,6,4.0,5,4,2,9877
66.0,79,777,5840000000.0,5.5,,5.0,3,4.0,4,5,2,27448
45.0,1,19,7500000000.0,,1,,3,5.0,9,9,2,632
48.0,1,1,5800000000.0,3.6,1,,4,4.0,4,3,2,16
44.0,79,764,4200000000.0,4.0,,3.5,6,2.0,2,2,2,26881
100.0,80,794,3900000000.0,5.0,1,8.0,5,3.0,4,4,0,27700
97.3,79,771,11300000000.0,5.5,,,3,3.0,0,1,2,27166
47.0,31,305,12800000000.0,5.6,,14.0,4,6.0,6,6,2,11401
68.0,1,3,12200000000.0,,1,,6,,0,7,2,91
131.0,1,274,22000000000.0,,1,,5,,6,2,1,9877
32.0,1,4,5900000000.0,,1,,2,5.0,12,4,2,130
216.0,24,222,9000000000.0,,1,,3,6.0,5,3,2,7777
174.8,79,768,38000000000.0,,1,,1,3.0,2,4,1,27070
25.0,79,770,4200000000.0,,1,15.0,6,3.0,3,2,2,27130
96.0,79,764,10000000000.0,,1,6.0,3,3.0,4,5,0,26899
55.0,1,4,17000000000.0,4.0,1,8.0,7,7.0,6,7,2,145
520.0,48,493,45000000000.0,20.0,1,5.5,2,3.0,19,20,2,20272
51.7,56,568,2450000000.0,5.0,1,2.5,7,2.0,4,2,2,22336
30.0,79,760,4200000000.0,3.2,1,,2,3.0,4,3,3,26752
72.9,79,771,16000000000.0,,1,8.0,2,4.0,4,5,2,27166
15.0,79,771,2200000000.0,3.0,1,3.0,4,2.0,1,1,2,27190
220.0,66,643,5400000000.0,10.0,1,10.0,1,,3,3,2,24136
55.0,1,6,9000000000.0,,1,,4,4.0,4,16,1,217
80.0,79,771,14000000000.0,,1,,2,4.0,4,5,3,27169
60.1,79,762,6600000000.0,4.5,1,,5,4.0,3,4,2,26794
73.0,79,762,4900000000.0,4.0,1,,6,2.0,3,2,1,26809
33.0,1,268,3050000000.0,,1,,5,4.0,3,3,2,9562
59.2,79,784,1850000000.0,5.0,1,5.0,1,,2,2,3,27562
160.0,1,18,30500000000.0,8.0,1,,3,,10,5,1,565
51.0,1,3,9900000000.0,6.2,1,3.0,7,5.0,4,5,2,109
90.0,1,4,30800000000.0,4.0,1,5.0,1,7.0,6,5,2,139
58.0,1,19,11500000000.0,4.0,1,5.0,7,4.0,4,4,2,625
76.0,48,490,5900000000.0,4.55,1,7.5,7,3.0,3,4,1,20198
70.0,79,763,6800000000.0,6.0,1,,6,3.0,4,4,3,26848
42.0,1,268,2650000000.0,,1,,3,4.0,3,3,1,10123
170.4,56,568,20450000000.0,8.0,1,,4,2.0,3,2,1,22330
30.0,48,492,2060000000.0,4.0,1,2.5,4,2.0,2,2,2,20246
137.0,68,672,12900000000.0,7.0,1,7.0,1,4.0,6,6,2,24793
50.0,1,268,13600000000.0,,1,9.0,3,5.0,0,3,0,9541
94.0,1,268,17500000000.0,,,19.5,2,5.0,2,7,2,9552
300.0,68,672,13000000000.0,20.0,1,,4,2.0,5,4,2,24793
50.0,1,268,2800000000.0,,1,,4,2.0,2,2,1,10117
78.0,79,760,38500000000.0,4.0,,,7,4.0,8,13,1,26758
200.0,1,274,23000000000.0,10.0,4,25.5,7,3.0,4,4,2,9862
136.5,79,785,11900000000.0,7.0,1,12.0,4,4.0,1,1,1,27622
56.0,1,277,2600000000.0,,1,,4,3.0,3,3,2,10057
82.0,79,760,29000000000.0,,,,6,5.0,1,6,2,26734
513.0,48,494,33500000000.0,,1,,6,1.0,2,2,2,20290
86.0,1,9,15500000000.0,6.1,1,,5,6.0,13,14,2,343
136.0,74,725,4050000000.0,9.0,1,2.2,5,1.0,4,2,2,25990
86.0,79,760,45000000000.0,,,,6,4.0,10,0,1,26749
72.0,79,785,6100000000.0,,1,10.0,6,2.0,2,11,2,27619
45.0,1,19,3450000000.0,6.5,1,2.0,2,1.0,1,1,3,628
70.0,48,492,4200000000.0,,1,5.5,1,1.0,2,1,1,20258
70.0,1,4,4500000000.0,4.2,1,3.0,6,3.0,5,3,2,124
45.0,1,8,13500000000.0,,1,8.0,7,5.0,6,8,2,322
60.0,1,1,16500000000.0,10.0,1,,3,5.0,6,6,1,7
185.0,79,777,12000000000.0,,4,,7,,2,2,1,27460
420.0,1,274,37800000000.0,50.0,4,20.0,6,3.0,5,5,0,9862
100.0,80,794,3740000000.0,,1,36.0,5,3.0,4,3,0,27700
124.1,79,766,25000000000.0,4.5,1,,6,5.0,1,1,1,26980
311.0,1,274,21800000000.0,15.0,4,7.5,7,3.0,3,4,2,9862
238.5,79,762,16000000000.0,12.5,,12.0,2,4.0,7,1,2,26809
58.0,79,764,6900000000.0,4.0,1,,3,4.0,4,5,3,26882
541.0,1,274,48690000000.0,20.0,4,20.5,6,3.0,5,5,1,9862
171.0,79,777,17000000000.0,9.0,1,25.0,1,,1,1,1,27442
102.0,1,9,23000000000.0,5.4,1,3.0,3,4.0,4,3,1,361
55.0,1,19,14500000000.0,,1,,6,6.0,10,10,1,592
104.0,48,495,7100000000.0,,,,2,3.0,3,4,1,20260
60.0,1,6,19500000000.0,4.5,1,5.0,1,5.0,4,4,1,187
112.0,79,766,25500000000.0,6.5,,8.0,5,3.0,10,12,1,26977
126.0,79,778,16000000000.0,,4,,3,,0,10,1,27493
22.0,1,6,3750000000.0,,1,,2,6.0,3,4,2,196
160.0,79,767,30000000000.0,8.0,1,20.0,2,5.0,16,16,2,27019
72.0,79,764,13500000000.0,4.0,1,8.0,3,6.0,6,7,2,26881
108.0,48,493,17000000000.0,,1,,4,,4,1,0,20266
75.0,1,4,16500000000.0,5.0,1,5.0,4,7.0,4,5,2,118
176.6,48,495,5800000000.0,,,5.5,2,2.0,9,8,2,20312
160.0,1,3,50000000000.0,8.0,1,,5,4.0,5,5,2,100
73.0,74,718,2700000000.0,,1,,4,2.0,3,1,2,25762
130.0,1,4,17000000000.0,12.0,1,4.0,6,4.0,4,4,2,145
250.0,66,643,3850000000.0,10.0,1,6.0,2,,3,2,2,24160
40.0,1,4,5700000000.0,5.0,1,6.0,5,6.0,3,5,2,148
62.0,1,4,13500000000.0,4.5,1,4.0,3,7.0,4,3,2,133
65.0,1,6,19500000000.0,6.6,1,,2,7.0,4,6,3,187
50.0,79,765,7550000000.0,5.0,1,,3,3.0,0,7,2,26917
38.0,1,4,5700000000.0,4.9,1,6.0,2,6.0,3,5,2,148
70.0,1,8,13200000000.0,,1,,6,6.0,5,5,2,337
118.0,79,777,7500000000.0,4.0,1,9.0,4,3.0,4,4,2,27439
20.0,79,761,580000000.0,,,,4,,1,3,3,26770
60.0,1,19,17500000000.0,4.5,1,12.0,2,5.0,4,5,3,592
56.0,1,6,12500000000.0,6.4,1,,4,5.0,4,4,1,190
55.0,74,723,865000000.0,5.0,4,5.0,4,1.0,2,2,0,25891
121.0,48,493,3750000000.0,4.61,1,3.0,4,1.0,2,1,1,20275
80.0,79,776,10500000000.0,,1,,7,4.0,4,1,1,27409
246.0,79,761,10500000000.0,,1,10.0,5,,2,2,2,26764
75.0,74,725,4099999999.9999995,,1,,3,2.0,2,2,1,25990
50.0,48,492,3600000000.0,5.0,1,4.0,2,3.0,3,3,2,20246
140.0,79,777,6850000000.0,6.7,1,6.0,7,,7,3,1,27439
48.0,1,8,10850000000.0,,1,,5,,10,11,2,313
188.0,77,751,5500000000.0,12.0,1,7.0,5,2.0,3,3,1,26623
69.0,49,507,1250000000.0,5.2,1,7.5,8,,1,1,2,20575
60.0,79,767,6300000000.0,,,,1,3.0,4,4,1,27019
39.0,1,6,8199999999.999999,3.95,1,3.0,2,5.0,4,4,2,190
95.0,79,767,24500000000.0,5.0,,20.0,5,2.0,4,3,2,27010
101.0,48,490,4250000000.0,5.2,1,7.5,5,,3,2,3,20200
200.0,79,767,18000000000.0,10.0,1,12.0,4,3.0,3,3,3,27013
28.0,1,20,2580000000.0,3.4,2,,6,4.0,3,3,1,646
118.0,74,718,3350000000.0,,,,5,,2,0,1,25760
129.0,56,568,24500000000.0,6.5,1,20.0,1,,1,10,1,22360
74.2,56,568,9000000000.0,4.5,,,2,3.0,4,3,2,22366
61.0,1,1,8000000000.0,,1,,6,4.0,5,5,1,22
50.0,56,568,4000000000.0,12.5,1,3.0,5,2.0,0,8,1,22363
32.0,1,21,4000000000.0,,1,,4,4.0,3,3,2,604
52.0,79,762,6400000000.0,,1,,3,4.0,4,3,2,26809
55.0,1,4,8900000000.0,5.0,1,,4,4.0,7,7,1,142
36.0,1,8,11100000000.0,3.3,1,10.0,3,5.0,3,3,2,307
51.0,1,7,13900000000.0,4.0,1,,4,5.0,5,5,2,268
163.0,79,760,25000000000.0,5.0,1,,6,5.0,1,7,2,26734
210.0,1,8,34500000000.0,15.0,1,15.0,4,4.0,6,6,2,316
113.0,1,3,36900000000.0,,1,8.0,1,7.0,5,4,1,103
112.5,74,724,7900000000.0,5.0,1,12.0,8,1.0,2,1,2,25957
47.0,1,1,5800000000.0,,1,,4,4.0,4,3,2,16
40.0,1,20,3450000000.0,,1,,7,5.0,4,3,1,658
55.0,1,6,21500000000.0,4.0,,,4,5.0,3,11,2,232
45.0,1,2,16000000000.0,4.0,1,8.0,6,6.0,5,5,2,82
48.0,1,20,4850000000.0,,1,,4,5.0,4,3,3,646
54.0,1,3,9900000000.0,,,,4,5.0,4,5,1,109
83.0,1,4,11000000000.0,4.5,1,6.0,1,4.0,4,4,2,130
54.0,1,19,9000000000.0,4.0,1,,6,5.0,8,6,3,592
86.0,1,9,21000000000.0,5.5,1,9.0,3,5.0,6,4,2,352
80.0,1,274,5760000000.0,5.0,1,12.0,5,5.0,4,6,0,9835
75.0,31,311,9700000000.0,,4,,3,,14,8,2,11536
60.0,1,9,15450000000.0,4.4,1,5.0,5,4.0,4,3,2,343
52.0,1,3,10500000000.0,4.0,1,4.0,8,4.0,4,6,2,103
112.0,79,770,31000000000.0,,,,6,,3,7,1,27133
115.0,79,761,10600000000.0,,1,16.0,3,3.0,4,5,1,26779
150.0,79,766,40000000000.0,,,,7,,6,1,2,26965
300.0,79,778,53000000000.0,10.0,1,,3,7.0,6,6,2,27478
70.0,74,724,3600000000.0,4.2,1,5.0,2,2.0,3,2,2,25957
90.0,79,760,31000000000.0,,,,7,3.0,12,12,2,26737
70.0,79,770,30000000000.0,,,,4,,10,13,1,27139
60.0,1,7,15900000000.0,5.0,1,,7,4.0,4,4,2,280
52.0,1,6,19000000000.0,5.0,,10.0,3,5.0,6,4,2,187
80.0,1,9,12800000000.0,5.7,1,3.5,1,4.0,4,3,2,355
45.0,1,268,10800000000.0,3.6,1,6.0,6,4.0,4,3,1,9542
63.0,74,724,6150000000.0,5.5,1,7.0,5,3.0,3,3,2,25957
33.0,79,769,4500000000.0,,4,,5,,6,7,3,27091
200.0,79,765,22500000000.0,8.0,1,,5,3.0,1,6,2,26914
10.0,79,775,1600000000.0,4.0,1,6.0,2,2.0,1,1,3,27382
80.0,79,762,12000000000.0,5.0,1,,5,4.0,3,7,2,26815
105.0,74,718,5900000000.0,,1,,7,3.0,4,4,2,25741
72.0,79,778,11000000000.0,,1,,7,,4,4,1,27493
27.0,1,6,11000000000.0,4.1,1,8.0,3,4.0,4,4,2,199
62.0,1,8,11000000000.0,4.5,1,7.0,4,5.0,6,5,3,301
47.3,1,7,17880000000.0,4.0,1,120.0,7,4.0,3,3,2,268
282.6,1,250,11869200000.000002,34.75,1,20.0,6,3.0,6,0,2,8989
233.6,79,764,44000000000.0,7.3,1,,5,7.0,3,2,2,26898
52.2,79,761,5500000000.0,,1,5.0,4,3.0,4,3,1,26779
138.0,79,762,16500000000.0,8.0,1,,3,5.0,7,9,1,26812
68.0,79,777,4550000000.0,4.0,1,8.0,7,4.0,4,5,2,27442
102.0,1,2,46000000000.0,4.5,,8.0,2,4.0,6,4,2,76
30.0,1,274,2900000000.0,5.12,1,2.2,5,5.0,3,4,3,9844
68.0,1,6,26900000000.0,5.6,1,9.0,3,7.0,6,7,2,190
68.0,1,6,25000000000.0,5.5,1,17.5,3,3.0,3,3,3,208
110.0,1,1,26900000000.0,12.0,1,8.0,5,5.0,5,8,2,8
52.0,1,6,8750000000.0,3.6,1,,3,7.0,13,13,2,223
66.2,79,778,13000000000.0,,,,3,3.0,6,6,2,27469
70.0,48,492,8900000000.0,5.0,1,7.0,4,5.0,4,4,2,20227
118.0,48,495,3900000000.0,5.0,1,5.5,4,3.0,3,4,2,20314
125.0,48,495,5400000000.0,5.0,1,5.5,7,3.0,3,4,2,20260
402.0,79,765,52000000000.0,15.0,1,10.0,7,7.0,68,70,2,26920
240.0,79,766,39000000000.0,8.0,1,10.0,4,7.0,31,31,2,26968
182.6,79,765,52000000000.0,,1,,3,8.0,8,8,2,26920
175.0,79,765,38000000000.0,7.0,1,20.0,7,7.0,7,7,2,26950
269.1,92,916,39000000000.0,8.2,1,30.0,6,4.0,6,6,2,31126
95.8,92,916,25000000000.0,5.75,1,42.0,8,4.0,4,3,2,31141
35.0,1,7,7500000000.0,,,,3,6.0,9,7,1,295
54.6,79,771,12900000000.0,5.5,,,6,3.0,7,7,1,27163
53.0,79,771,14500000000.0,,,,5,3.0,6,0,1,27181
40.0,1,8,6500000000.0,,,,7,4.0,6,13,2,304
31.0,1,7,4680000000.0,3.5,1,,6,4.0,4,3,2,295
88.3,79,764,7380000000.0,,1,6.0,1,4.0,4,4,2,26876
55.3,92,916,16000000000.0,4.25,1,40.0,3,2.0,2,2,2,31129
180.0,79,766,38000000000.0,10.0,,,2,6.0,5,3,2,26983
72.0,79,760,11500000000.0,4.0,1,,5,,6,9,2,26734
44.1,79,767,5100000000.0,,1,,4,3.0,3,3,3,27031
34.0,1,1,6500000000.0,,1,,5,5.0,3,4,3,16
73.0,56,568,4050000000.0,,1,,6,3.0,3,2,3,22330
85.0,1,6,37500000000.0,7.0,1,,5,7.0,7,7,2,178
73.6,56,568,7500000000.0,4.0,1,14.0,8,1.0,2,1,2,22366
234.0,79,760,51000000000.0,,1,,4,3.0,6,10,2,26758
108.3,79,764,15000000000.0,8.0,1,8.0,8,4.0,24,24,2,26882
160.0,79,771,50000000000.0,,,,5,7.0,5,6,1,27172
80.0,79,767,18000000000.0,20.0,1,20.0,6,5.0,6,6,1,27019
121.0,79,775,29000000000.0,5.5,,,7,4.0,0,8,1,27364
30.0,79,772,7500000000.0,8.0,1,7.0,7,3.0,3,3,1,27220
79.0,1,1,15700000000.0,4.0,1,6.0,5,5.0,8,8,2,7
150.0,1,8,27000000000.0,15.0,1,,3,,6,12,2,322
41.0,1,9,10000000000.0,4.0,1,,4,5.0,4,4,1,364
201.0,1,8,35900000000.0,,1,,2,4.0,5,3,2,316
31.0,1,7,4680000000.0,,1,,7,4.0,4,0,2,283
270.0,79,772,48000000000.0,9.0,,,4,5.0,6,0,1,27250
144.0,79,768,25000000000.0,,,,5,6.0,5,13,1,27049
110.0,1,7,19800000000.0,,1,,6,4.0,6,6,2,244
58.0,1,9,13000000000.0,,,,3,7.0,11,4,2,352
42.0,1,4,5700000000.0,4.0,1,6.0,6,5.0,5,5,2,115
66.0,79,764,9800000000.0,,1,,6,4.0,8,3,2,26893
190.0,79,766,52000000000.0,7.5,1,,5,8.0,5,4,2,26965
144.6,79,764,28000000000.0,,1,,2,3.0,5,14,1,26878
55.0,79,768,8000000000.0,,1,,4,4.0,4,4,2,27055
60.0,79,771,13800000000.0,12.0,,5.0,4,3.0,5,4,1,27172
82.0,56,568,1900000000.0,5.5,1,2.0,4,1.0,2,1,3,22390
34.0,1,268,3450000000.0,,1,,1,5.0,3,4,2,9550
40.0,1,9,8400000000.0,,1,5.0,5,5.0,4,4,2,373
188.0,77,752,5500000000.0,8.0,,7.0,6,2.0,3,3,2,26674
382.6,48,494,43000000000.0,15.0,1,6.0,6,,10,4,2,20284
101.0,48,493,25000000000.0,5.0,1,10.0,1,8.0,15,5,1,20272
40.0,1,268,8800000000.0,,1,,6,4.0,14,6,1,9542
106.0,48,493,3850000000.0,,1,4.0,4,2.0,3,7,1,20281
47.0,1,9,8500000000.0,,1,,4,4.0,10,0,2,364
